instance,n,edges,budget_ms,seed,solver,objective,has_incumbent,wall_ms,valid,status,bound,branches,conflicts
C500-9.gph,500,12418,50,1,cp-sat,nan,False,66.9817289999628,0,UNKNOWN,0.0,0,0
C500-9.gph,500,12418,50,2,degree,41,,0.112845,1,heuristic,,,
C500-9.gph,500,12418,50,2,random,43,,0.0803,1,heuristic,,,
C500-9.gph,500,12418,50,2,local,43,,1.10855,1,heuristic,,,
C500-9.gph,500,12418,50,2,morph,53,,50.6561,1,heuristic,,,
C500-9.gph,500,12418,50,2,cp-sat,nan,False,58.9128750002601,0,UNKNOWN,0.0,0,0
C500-9.gph,500,12418,50,3,degree,41,,0.077619,1,heuristic,,,
C500-9.gph,500,12418,50,3,random,42,,0.100849,1,heuristic,,,
C500-9.gph,500,12418,50,3,local,42,,1.23452,1,heuristic,,,
C500-9.gph,500,12418,50,3,morph,52,,50.7229,1,heuristic,,,
C500-9.gph,500,12418,50,3,cp-sat,nan,False,58.17416100035189,0,UNKNOWN,0.0,0,0
C500-9.gph,500,12418,50,4,degree,41,,0.082398,1,heuristic,,,
C500-9.gph,500,12418,50,4,random,42,,0.078173,1,heuristic,,,
C500-9.gph,500,12418,50,4,local,42,,1.06391,1,heuristic,,,
C500-9.gph,500,12418,50,4,morph,53,,51.0171,1,heuristic,,,
C500-9.gph,500,12418,50,4,cp-sat,nan,False,59.23308299998098,0,UNKNOWN,0.0,0,0
C500-9.gph,500,12418,50,5,degree,41,,0.07869,1,heuristic,,,
C500-9.gph,500,12418,50,5,random,43,,0.082833,1,heuristic,,,
C500-9.gph,500,12418,50,5,local,43,,1.08253,1,heuristic,,,
C500-9.gph,500,12418,50,5,morph,53,,50.4553,1,heuristic,,,
C500-9.gph,500,12418,50,5,cp-sat,nan,False,59.04551999992691,0,UNKNOWN,0.0,0,0
C500-9.gph,500,12418,100,1,degree,41,,0.077167,1,heuristic,,,
C500-9.gph,500,12418,100,1,random,42,,0.080772,1,heuristic,,,
C500-9.gph,500,12418,100,1,local,42,,1.10877,1,heuristic,,,
C500-9.gph,500,12418,100,1,morph,53,,101.404,1,heuristic,,,
C500-9.gph,500,12418,100,1,cp-sat,nan,False,107.42682699992656,0,UNKNOWN,0.0,0,0
C500-9.gph,500,12418,100,2,degree,41,,0.07685,1,heuristic,,,
C500-9.gph,500,12418,100,2,random,43,,0.082221,1,heuristic,,,
C500-9.gph,500,12418,100,2,local,43,,1.13612,1,heuristic,,,
C500-9.gph,500,12418,100,2,morph,53,,100.216,1,heuristic,,,
C500-9.gph,500,12418,100,2,cp-sat,nan,False,110.38777200019467,0,UNKNOWN,0.0,0,0
C500-9.gph,500,12418,100,3,degree,41,,0.077498,1,heuristic,,,
C500-9.gph,500,12418,100,3,random,42,,0.07855,1,heuristic,,,
C500-9.gph,500,12418,100,3,local,42,,1.16554,1,heuristic,,,
C500-9.gph,500,12418,100,3,morph,54,,101.605,1,heuristic,,,
C500-9.gph,500,12418,100,3,cp-sat,nan,False,107.0662289998836,0,UNKNOWN,0.0,0,0
C500-9.gph,500,12418,100,4,degree,41,,0.077425,1,heuristic,,,
C500-9.gph,500,12418,100,4,random,42,,0.078277,1,heuristic,,,
C500-9.gph,500,12418,100,4,local,42,,1.08353,1,heuristic,,,
C500-9.gph,500,12418,100,4,morph,53,,100.223,1,heuristic,,,
C500-9.gph,500,12418,100,4,cp-sat,nan,False,107.03227200019683,0,UNKNOWN,0.0,0,0
C500-9.gph,500,12418,100,5,degree,41,,0.078459,1,heuristic,,,
C500-9.gph,500,12418,100,5,random,43,,0.082046,1,heuristic,,,
C500-9.gph,500,12418,100,5,local,43,,1.09413,1,heuristic,,,
C500-9.gph,500,12418,100,5,morph,53,,101.333,1,heuristic,,,
C500-9.gph,500,12418,100,5,cp-sat,nan,False,109.90017800031637,0,UNKNOWN,0.0,0,0
C500-9.gph,500,12418,1000,1,degree,41,,0.078273,1,heuristic,,,
C500-9.gph,500,12418,1000,1,random,42,,0.080188,1,heuristic,,,
C500-9.gph,500,12418,1000,1,local,42,,1.10001,1,heuristic,,,
C500-9.gph,500,12418,1000,1,morph,54,,1001.23,1,heuristic,,,
C500-9.gph,500,12418,1000,1,cp-sat,nan,False,1003.9096900000004,0,UNKNOWN,127.0,2006,0
C500-9.gph,500,12418,1000,2,degree,41,,0.101702,1,heuristic,,,
C500-9.gph,500,12418,1000,2,random,43,,0.10483,1,heuristic,,,
C500-9.gph,500,12418,1000,2,local,43,,1.10075,1,heuristic,,,
C500-9.gph,500,12418,1000,2,morph,55,,1000.81,1,heuristic,,,
C500-9.gph,500,12418,1000,2,cp-sat,nan,False,1001.322995999999,0,UNKNOWN,127.0,2003,0
C500-9.gph,500,12418,1000,3,degree,41,,0.09705,1,heuristic,,,
C500-9.gph,500,12418,1000,3,random,42,,0.10041,1,heuristic,,,
C500-9.gph,500,12418,1000,3,local,42,,1.30597,1,heuristic,,,
C500-9.gph,500,12418,1000,3,morph,54,,1001.65,1,heuristic,,,
C500-9.gph,500,12418,1000,3,cp-sat,nan,False,1000.131508999857,0,UNKNOWN,129.0,1001,0
C500-9.gph,500,12418,1000,4,degree,41,,0.146643,1,heuristic,,,
C500-9.gph,500,12418,1000,4,random,42,,0.096846,1,heuristic,,,
C500-9.gph,500,12418,1000,4,local,42,,1.28856,1,heuristic,,,
C500-9.gph,500,12418,1000,4,morph,54,,1001.48,1,heuristic,,,
C500-9.gph,500,12418,1000,4,cp-sat,nan,False,999.2678680000608,0,UNKNOWN,127.0,2006,0
C500-9.gph,500,12418,1000,5,degree,41,,0.07718,1,heuristic,,,
C500-9.gph,500,12418,1000,5,random,43,,0.08199,1,heuristic,,,
C500-9.gph,500,12418,1000,5,local,43,,1.08996,1,heuristic,,,
C500-9.gph,500,12418,1000,5,morph,54,,1001.14,1,heuristic,,,
C500-9.gph,500,12418,1000,5,cp-sat,nan,False,1000.7184080000116,0,UNKNOWN,127.0,2006,0
R_1000_005_1.gph,1000,24670,10,1,degree,90,,0.170631,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,1,random,89,,0.169696,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,1,local,89,,2.36247,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,1,morph,103,,12.9192,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,1,cp-sat,nan,False,30.944858000111708,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,10,2,degree,90,,0.189791,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,2,random,88,,0.168996,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,2,local,88,,2.4159,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,2,morph,103,,13.1287,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,2,cp-sat,nan,False,30.959925999923144,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,10,3,degree,90,,0.195916,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,3,random,88,,0.173966,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,3,local,88,,2.25209,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,3,morph,104,,12.9336,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,3,cp-sat,nan,False,31.43280299991602,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,10,4,degree,90,,0.171857,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,4,random,92,,0.19882,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,4,local,92,,2.24858,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,4,morph,105,,13.0028,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,4,cp-sat,nan,False,31.869570999788266,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,10,5,degree,90,,0.208352,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,5,random,88,,0.181806,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,5,local,88,,2.41741,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,5,morph,105,,10.2289,1,heuristic,,,
R_1000_005_1.gph,1000,24670,10,5,cp-sat,nan,False,31.440384999768867,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,50,1,degree,90,,0.169737,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,1,random,89,,0.169964,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,1,local,89,,2.34126,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,1,morph,104,,51.4212,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,1,cp-sat,nan,False,84.06662500010498,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,50,2,degree,90,,0.176724,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,2,random,88,,0.171495,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,2,local,88,,2.38061,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,2,morph,106,,51.1868,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,2,cp-sat,nan,False,83.23609000035503,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,50,3,degree,90,,0.170553,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,3,random,88,,0.20314,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,3,local,88,,2.25135,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,3,morph,106,,50.4418,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,3,cp-sat,nan,False,83.45245300006354,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,50,4,degree,90,,0.17251,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,4,random,92,,0.198303,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,4,local,92,,2.36307,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,4,morph,109,,51.4512,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,4,cp-sat,nan,False,84.14897800003018,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,50,5,degree,90,,0.180677,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,5,random,88,,0.181782,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,5,local,88,,2.52609,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,5,morph,105,,51.9885,1,heuristic,,,
R_1000_005_1.gph,1000,24670,50,5,cp-sat,nan,False,84.51703499986252,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,100,1,degree,90,,0.214502,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,1,random,89,,0.224257,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,1,local,89,,2.52967,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,1,morph,106,,102.646,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,1,cp-sat,nan,False,119.73067400003856,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,100,2,degree,90,,0.173249,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,2,random,88,,0.178996,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,2,local,88,,2.40534,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,2,morph,106,,101.541,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,2,cp-sat,nan,False,119.82051399991178,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,100,3,degree,90,,0.169096,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,3,random,88,,0.175274,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,3,local,88,,2.23997,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,3,morph,106,,101.644,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,3,cp-sat,nan,False,119.27168900001561,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,100,4,degree,90,,0.170166,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,4,random,92,,0.185383,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,4,local,92,,2.2847,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,4,morph,109,,100.144,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,4,cp-sat,nan,False,119.4989489999898,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,100,5,degree,90,,0.194691,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,5,random,88,,0.195766,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,5,local,88,,2.42013,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,5,morph,106,,102.625,1,heuristic,,,
R_1000_005_1.gph,1000,24670,100,5,cp-sat,nan,False,118.89465099966401,0,UNKNOWN,0.0,0,0
R_1000_005_1.gph,1000,24670,1000,1,degree,90,,0.20586,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,1,random,89,,0.192935,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,1,local,89,,2.34914,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,1,morph,109,,1003.88,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,1,cp-sat,nan,False,1002.8461109995987,0,UNKNOWN,426.0,2000,0
R_1000_005_1.gph,1000,24670,1000,2,degree,90,,0.221707,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,2,random,88,,0.231891,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,2,local,88,,2.79848,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,2,morph,108,,1000.54,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,2,cp-sat,nan,False,1004.6513690003849,0,UNKNOWN,377.0,2007,0
R_1000_005_1.gph,1000,24670,1000,3,degree,90,,0.169721,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,3,random,88,,0.182211,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,3,local,88,,2.25953,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,3,morph,109,,1000.56,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,3,cp-sat,nan,False,1001.8065889998979,0,UNKNOWN,408.0,2015,0
R_1000_005_1.gph,1000,24670,1000,4,degree,90,,0.168638,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,4,random,92,,0.201061,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,4,local,92,,2.25537,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,4,morph,109,,1000.11,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,4,cp-sat,nan,False,1004.0977600001497,0,UNKNOWN,326.0,4008,0
R_1000_005_1.gph,1000,24670,1000,5,degree,90,,0.173056,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,5,random,88,,0.2145,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,5,local,88,,2.39226,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,5,morph,109,,1003.12,1,heuristic,,,
R_1000_005_1.gph,1000,24670,1000,5,cp-sat,nan,False,1001.9565759998841,0,UNKNOWN,345.0,4008,0
C4000-5.gph,4000,3997732,10,1,degree,12,,3.3557,1,heuristic,,,
C4000-5.gph,4000,3997732,10,1,random,12,,3.64297,1,heuristic,,,
C4000-5.gph,4000,3997732,10,1,local,12,,4742.42,1,heuristic,,,
C4000-5.gph,4000,3997732,10,1,morph,14,,4455.88,1,heuristic,,,
C4000-5.gph,4000,3997732,10,1,cp-sat,nan,False,5746.346321000146,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,10,2,degree,12,,3.37911,1,heuristic,,,
C4000-5.gph,4000,3997732,10,2,random,12,,3.43674,1,heuristic,,,
C4000-5.gph,4000,3997732,10,2,local,12,,5196.35,1,heuristic,,,
C4000-5.gph,4000,3997732,10,2,morph,15,,4100.11,1,heuristic,,,
C4000-5.gph,4000,3997732,10,2,cp-sat,nan,False,6276.950545000091,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,10,3,degree,12,,3.55091,1,heuristic,,,
C4000-5.gph,4000,3997732,10,3,random,12,,3.62699,1,heuristic,,,
C4000-5.gph,4000,3997732,10,3,local,12,,4794.26,1,heuristic,,,
C4000-5.gph,4000,3997732,10,3,morph,14,,3964.89,1,heuristic,,,
C4000-5.gph,4000,3997732,10,3,cp-sat,nan,False,7475.537361000079,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,10,4,degree,12,,3.67364,1,heuristic,,,
C4000-5.gph,4000,3997732,10,4,random,12,,3.45969,1,heuristic,,,
C4000-5.gph,4000,3997732,10,4,local,12,,3818.76,1,heuristic,,,
C4000-5.gph,4000,3997732,10,4,morph,14,,5596.91,1,heuristic,,,
C4000-5.gph,4000,3997732,10,4,cp-sat,nan,False,7741.682015999686,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,10,5,degree,12,,3.4595,1,heuristic,,,
C4000-5.gph,4000,3997732,10,5,random,12,,3.4179,1,heuristic,,,
C4000-5.gph,4000,3997732,10,5,local,12,,3735.16,1,heuristic,,,
C4000-5.gph,4000,3997732,10,5,morph,14,,4938.12,1,heuristic,,,
C4000-5.gph,4000,3997732,10,5,cp-sat,nan,False,6927.149077999729,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,50,1,degree,12,,3.48217,1,heuristic,,,
C4000-5.gph,4000,3997732,50,1,random,12,,3.37351,1,heuristic,,,
C4000-5.gph,4000,3997732,50,1,local,12,,3714.44,1,heuristic,,,
C4000-5.gph,4000,3997732,50,1,morph,14,,6024.64,1,heuristic,,,
C4000-5.gph,4000,3997732,50,1,cp-sat,nan,False,6792.124268999942,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,50,2,degree,12,,3.43765,1,heuristic,,,
C4000-5.gph,4000,3997732,50,2,random,12,,3.60764,1,heuristic,,,
C4000-5.gph,4000,3997732,50,2,local,12,,3637.76,1,heuristic,,,
C4000-5.gph,4000,3997732,50,2,morph,15,,4811.72,1,heuristic,,,
C4000-5.gph,4000,3997732,50,2,cp-sat,nan,False,5643.704490000346,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,50,3,degree,12,,4.47542,1,heuristic,,,
C4000-5.gph,4000,3997732,50,3,random,12,,4.52384,1,heuristic,,,
C4000-5.gph,4000,3997732,50,3,local,12,,3683.75,1,heuristic,,,
C4000-5.gph,4000,3997732,50,3,morph,14,,3993.54,1,heuristic,,,
C4000-5.gph,4000,3997732,50,3,cp-sat,nan,False,5591.565056000036,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,50,4,degree,12,,3.75056,1,heuristic,,,
C4000-5.gph,4000,3997732,50,4,random,12,,4.41507,1,heuristic,,,
C4000-5.gph,4000,3997732,50,4,local,12,,4465.63,1,heuristic,,,
C4000-5.gph,4000,3997732,50,4,morph,14,,5135.09,1,heuristic,,,
C4000-5.gph,4000,3997732,50,4,cp-sat,nan,False,5603.488875999574,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,50,5,degree,12,,4.35298,1,heuristic,,,
C4000-5.gph,4000,3997732,50,5,random,12,,3.57323,1,heuristic,,,
C4000-5.gph,4000,3997732,50,5,local,12,,4656.31,1,heuristic,,,
C4000-5.gph,4000,3997732,50,5,morph,14,,3997.38,1,heuristic,,,
C4000-5.gph,4000,3997732,50,5,cp-sat,nan,False,5560.802603999946,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,100,1,degree,12,,3.87723,1,heuristic,,,
C4000-5.gph,4000,3997732,100,1,random,12,,3.41514,1,heuristic,,,
C4000-5.gph,4000,3997732,100,1,local,12,,5207.58,1,heuristic,,,
C4000-5.gph,4000,3997732,100,1,morph,14,,4373.34,1,heuristic,,,
C4000-5.gph,4000,3997732,100,1,cp-sat,nan,False,7096.76078999928,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,100,2,degree,12,,3.34393,1,heuristic,,,
C4000-5.gph,4000,3997732,100,2,random,12,,3.4229,1,heuristic,,,
C4000-5.gph,4000,3997732,100,2,local,12,,4198.35,1,heuristic,,,
C4000-5.gph,4000,3997732,100,2,morph,15,,4144.55,1,heuristic,,,
C4000-5.gph,4000,3997732,100,2,cp-sat,nan,False,7414.9862510003,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,100,3,degree,12,,3.57238,1,heuristic,,,
C4000-5.gph,4000,3997732,100,3,random,12,,3.34385,1,heuristic,,,
C4000-5.gph,4000,3997732,100,3,local,12,,3631.64,1,heuristic,,,
C4000-5.gph,4000,3997732,100,3,morph,14,,5404.39,1,heuristic,,,
C4000-5.gph,4000,3997732,100,3,cp-sat,nan,False,6972.869062000427,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,100,4,degree,12,,3.47477,1,heuristic,,,
C4000-5.gph,4000,3997732,100,4,random,12,,3.5225,1,heuristic,,,
C4000-5.gph,4000,3997732,100,4,local,12,,3756.36,1,heuristic,,,
C4000-5.gph,4000,3997732,100,4,morph,14,,7124.59,1,heuristic,,,
C4000-5.gph,4000,3997732,100,4,cp-sat,nan,False,6768.430373999763,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,100,5,degree,12,,3.51833,1,heuristic,,,
C4000-5.gph,4000,3997732,100,5,random,12,,3.48085,1,heuristic,,,
C4000-5.gph,4000,3997732,100,5,local,12,,3673.01,1,heuristic,,,
C4000-5.gph,4000,3997732,100,5,morph,14,,4664.25,1,heuristic,,,
C4000-5.gph,4000,3997732,100,5,cp-sat,nan,False,5532.310333999703,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,1000,1,degree,12,,4.0268,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,1,random,12,,4.44369,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,1,local,12,,3688.0,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,1,morph,14,,4517.77,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,1,cp-sat,nan,False,5626.841399000114,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,1000,2,degree,12,,3.45811,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,2,random,12,,4.62401,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,2,local,12,,4420.37,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,2,morph,15,,4027.97,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,2,cp-sat,nan,False,5618.502002000241,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,1000,3,degree,12,,3.5899,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,3,random,12,,3.34526,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,3,local,12,,5174.46,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,3,morph,14,,3935.41,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,3,cp-sat,nan,False,6889.908100000866,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,1000,4,degree,12,,3.4784,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,4,random,12,,3.50779,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,4,local,12,,4335.8,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,4,morph,14,,4966.43,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,4,cp-sat,nan,False,7459.774764000031,0,UNKNOWN,0.0,0,0
C4000-5.gph,4000,3997732,1000,5,degree,12,,3.33176,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,5,random,12,,3.36327,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,5,local,12,,3923.57,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,5,morph,14,,4402.04,1,heuristic,,,
C4000-5.gph,4000,3997732,1000,5,cp-sat,nan,False,7115.1349390002,0,UNKNOWN,0.0,0,0
